ID операции;Дата;ID магазина;Артикул;Количество упаковок, шт.;Тип операции;Цена руб./шт.
605;01.06.2021;M8;25;180;Поступление;52
606;01.06.2021;M8;25;120;Продажа;52
607;01.06.2021;M8;26;180;Поступление;47
608;01.06.2021;M8;26;120;Продажа;47
609;01.06.2021;M8;27;170;Поступление;45
610;01.06.2021;M8;27;120;Продажа;45
611;01.06.2021;M8;28;180;Поступление;38
612;01.06.2021;M8;28;100;Продажа;38
613;01.06.2021;M8;29;180;Поступление;85
614;01.06.2021;M8;29;20;Продажа;85
615;01.06.2021;M8;30;180;Поступление;44
616;01.06.2021;M8;30;80;Продажа;44
617;01.06.2021;M8;33;180;Поступление;50
618;01.06.2021;M8;33;80;Продажа;50
619;01.06.2021;M8;34;170;Поступление;65
620;01.06.2021;M8;34;40;Продажа;65
621;01.06.2021;M8;44;180;Поступление;180
622;01.06.2021;M8;44;60;Продажа;180
623;01.06.2021;M8;45;180;Поступление;170
624;01.06.2021;M8;45;40;Продажа;170
625;01.06.2021;M8;46;170;Поступление;330
626;01.06.2021;M8;46;80;Продажа;330
627;01.06.2021;M8;47;180;Поступление;370
628;01.06.2021;M8;47;24;Продажа;370
629;01.06.2021;M8;48;180;Поступление;180
630;01.06.2021;M8;48;60;Продажа;180
631;01.06.2021;M9;4;180;Поступление;75
632;01.06.2021;M9;4;120;Продажа;75
633;01.06.2021;M9;5;180;Поступление;70
634;01.06.2021;M9;5;60;Продажа;70
635;01.06.2021;M9;6;170;Поступление;50
636;01.06.2021;M9;6;72;Продажа;50
637;01.06.2021;M9;9;180;Поступление;55
638;01.06.2021;M9;9;87;Продажа;55
639;01.06.2021;M9;10;180;Поступление;70
640;01.06.2021;M9;10;90;Продажа;70
641;01.06.2021;M9;13;170;Поступление;60
642;01.06.2021;M9;13;80;Продажа;60
643;01.06.2021;M9;18;180;Поступление;49
644;01.06.2021;M9;18;56;Продажа;49
645;01.06.2021;M9;24;180;Поступление;50
646;01.06.2021;M9;24;103;Продажа;50
647;01.06.2021;M9;25;180;Поступление;52
648;01.06.2021;M9;25;111;Продажа;52
649;01.06.2021;M9;26;180;Поступление;47
650;01.06.2021;M9;26;124;Продажа;47
651;01.06.2021;M9;27;170;Поступление;45
652;01.06.2021;M9;27;103;Продажа;45
653;01.06.2021;M9;28;180;Поступление;38
654;01.06.2021;M9;28;93;Продажа;38
655;01.06.2021;M9;29;180;Поступление;85
656;01.06.2021;M9;29;19;Продажа;85
657;01.06.2021;M9;30;170;Поступление;44
658;01.06.2021;M9;30;74;Продажа;44
659;01.06.2021;M9;33;180;Поступление;50
660;01.06.2021;M9;33;74;Продажа;50
661;01.06.2021;M9;34;180;Поступление;65
662;01.06.2021;M9;34;37;Продажа;65
663;01.06.2021;M9;44;180;Поступление;180
664;01.06.2021;M9;44;56;Продажа;180
665;01.06.2021;M9;45;180;Поступление;170
666;01.06.2021;M9;45;37;Продажа;170
667;01.06.2021;M9;46;170;Поступление;330
668;01.06.2021;M9;46;74;Продажа;330
669;01.06.2021;M9;47;180;Поступление;370
670;01.06.2021;M9;47;23;Продажа;370
671;01.06.2021;M9;48;180;Поступление;180
672;01.06.2021;M9;48;56;Продажа;180
673;02.06.2021;M1;1;170;Поступление;57
674;02.06.2021;M1;1;192;Продажа;57
675;02.06.2021;M1;3;180;Поступление;35
676;02.06.2021;M1;3;192;Продажа;35
677;02.06.2021;M1;7;180;Поступление;38
678;02.06.2021;M1;7;80;Продажа;38
679;02.06.2021;M1;8;180;Поступление;220
680;02.06.2021;M1;8;48;Продажа;220
681;02.06.2021;M1;14;180;Поступление;30
682;02.06.2021;M1;14;240;Продажа;30
683;02.06.2021;M1;16;170;Поступление;90
684;02.06.2021;M1;16;240;Продажа;90
685;02.06.2021;M10;1;180;Поступление;57
686;02.06.2021;M10;1;192;Продажа;57
687;02.06.2021;M10;3;180;Поступление;35
688;02.06.2021;M10;3;192;Продажа;35
689;02.06.2021;M10;7;170;Поступление;38
690;02.06.2021;M10;7;80;Продажа;38
691;02.06.2021;M10;8;180;Поступление;220
692;02.06.2021;M10;8;48;Продажа;220
693;02.06.2021;M10;14;180;Поступление;30
694;02.06.2021;M10;14;250;Продажа;30
695;02.06.2021;M10;16;180;Поступление;90
696;02.06.2021;M10;16;240;Продажа;90
697;02.06.2021;M11;1;180;Поступление;57
698;02.06.2021;M11;1;96;Продажа;57
699;02.06.2021;M11;3;170;Поступление;35
700;02.06.2021;M11;3;128;Продажа;35
701;02.06.2021;M11;7;180;Поступление;38
702;02.06.2021;M11;7;48;Продажа;38
703;02.06.2021;M11;8;180;Поступление;220
704;02.06.2021;M11;8;29;Продажа;220
705;02.06.2021;M11;14;170;Поступление;30
706;02.06.2021;M11;14;120;Продажа;30
707;02.06.2021;M11;16;180;Поступление;90
708;02.06.2021;M11;16;160;Продажа;90
709;02.06.2021;M12;1;180;Поступление;57
710;02.06.2021;M12;1;144;Продажа;57
711;02.06.2021;M12;3;180;Поступление;35
712;02.06.2021;M12;3;160;Продажа;35
713;02.06.2021;M12;7;180;Поступление;38
714;02.06.2021;M12;7;80;Продажа;38
715;02.06.2021;M12;8;170;Поступление;220
716;02.06.2021;M12;8;39;Продажа;220
717;02.06.2021;M12;14;180;Поступление;30
718;02.06.2021;M12;14;200;Продажа;30
719;02.06.2021;M12;16;180;Поступление;90
720;02.06.2021;M12;16;160;Продажа;90
721;02.06.2021;M13;1;170;Поступление;57
722;02.06.2021;M13;1;144;Продажа;57
723;02.06.2021;M13;3;180;Поступление;35
724;02.06.2021;M13;3;160;Продажа;35
725;02.06.2021;M13;7;180;Поступление;38
726;02.06.2021;M13;7;80;Продажа;38
727;02.06.2021;M13;8;180;Поступление;220
728;02.06.2021;M13;8;39;Продажа;220
729;02.06.2021;M13;14;180;Поступление;30
730;02.06.2021;M13;14;200;Продажа;30
731;02.06.2021;M13;16;170;Поступление;90
732;02.06.2021;M13;16;160;Продажа;90
733;02.06.2021;M14;1;180;Поступление;57
734;02.06.2021;M14;1;96;Продажа;57
735;02.06.2021;M14;3;180;Поступление;35
736;02.06.2021;M14;3;128;Продажа;35
737;02.06.2021;M14;7;170;Поступление;38
738;02.06.2021;M14;7;48;Продажа;38
739;02.06.2021;M14;8;180;Поступление;220
740;02.06.2021;M14;8;29;Продажа;220
741;02.06.2021;M14;14;180;Поступление;30
742;02.06.2021;M14;14;120;Продажа;30
743;02.06.2021;M14;16;180;Поступление;90
744;02.06.2021;M14;16;160;Продажа;90
745;02.06.2021;M15;1;180;Поступление;57
746;02.06.2021;M15;1;192;Продажа;57
747;02.06.2021;M15;3;170;Поступление;35
748;02.06.2021;M15;3;192;Продажа;35
749;02.06.2021;M15;7;180;Поступление;38
750;02.06.2021;M15;7;80;Продажа;38
751;02.06.2021;M15;8;180;Поступление;220
752;02.06.2021;M15;8;48;Продажа;220
753;02.06.2021;M15;14;170;Поступление;30
754;02.06.2021;M15;14;240;Продажа;30
755;02.06.2021;M15;16;180;Поступление;90
756;02.06.2021;M15;16;230;Продажа;90
757;02.06.2021;M16;1;180;Поступление;57
758;02.06.2021;M16;1;144;Продажа;57
759;02.06.2021;M16;3;180;Поступление;35
760;02.06.2021;M16;3;160;Продажа;35
761;02.06.2021;M16;7;180;Поступление;38
762;02.06.2021;M16;7;80;Продажа;38
763;02.06.2021;M16;8;170;Поступление;220
764;02.06.2021;M16;8;39;Продажа;220
765;02.06.2021;M16;14;180;Поступление;30
766;02.06.2021;M16;14;200;Продажа;30
767;02.06.2021;M16;16;180;Поступление;90
768;02.06.2021;M16;16;160;Продажа;90
769;02.06.2021;M2;1;170;Поступление;57
770;02.06.2021;M2;1;144;Продажа;57
771;02.06.2021;M2;3;180;Поступление;35
772;02.06.2021;M2;3;160;Продажа;35
773;02.06.2021;M2;7;180;Поступление;38
774;02.06.2021;M2;7;80;Продажа;38
775;02.06.2021;M2;8;180;Поступление;220
776;02.06.2021;M2;8;39;Продажа;220
777;02.06.2021;M2;14;180;Поступление;30
778;02.06.2021;M2;14;200;Продажа;30
779;02.06.2021;M2;16;170;Поступление;90
780;02.06.2021;M2;16;160;Продажа;90
781;02.06.2021;M3;1;180;Поступление;57
782;02.06.2021;M3;1;96;Продажа;57
783;02.06.2021;M3;3;180;Поступление;35
784;02.06.2021;M3;3;128;Продажа;35
785;02.06.2021;M3;7;170;Поступление;38
786;02.06.2021;M3;7;48;Продажа;38
787;02.06.2021;M3;8;180;Поступление;220
788;02.06.2021;M3;8;29;Продажа;220
789;02.06.2021;M3;14;180;Поступление;30
790;02.06.2021;M3;14;120;Продажа;30
791;02.06.2021;M3;16;180;Поступление;90
792;02.06.2021;M3;16;160;Продажа;90
793;02.06.2021;M4;1;180;Поступление;57
794;02.06.2021;M4;1;144;Продажа;57
795;02.06.2021;M4;3;170;Поступление;35
796;02.06.2021;M4;3;160;Продажа;35
797;02.06.2021;M4;7;180;Поступление;38
798;02.06.2021;M4;7;80;Продажа;38
799;02.06.2021;M4;8;180;Поступление;220
800;02.06.2021;M4;8;39;Продажа;220
801;02.06.2021;M4;14;170;Поступление;30
802;02.06.2021;M4;14;200;Продажа;30
803;02.06.2021;M4;16;180;Поступление;90
804;02.06.2021;M4;16;160;Продажа;90
805;02.06.2021;M5;1;180;Поступление;57
806;02.06.2021;M5;1;192;Продажа;57
807;02.06.2021;M5;3;180;Поступление;35
808;02.06.2021;M5;3;192;Продажа;35
809;02.06.2021;M5;7;180;Поступление;38
810;02.06.2021;M5;7;80;Продажа;38
811;02.06.2021;M5;8;170;Поступление;220
812;02.06.2021;M5;8;48;Продажа;220
813;02.06.2021;M5;14;180;Поступление;30
814;02.06.2021;M5;14;242;Продажа;30
815;02.06.2021;M5;16;180;Поступление;90
816;02.06.2021;M5;16;240;Продажа;90
817;02.06.2021;M6;1;170;Поступление;57
818;02.06.2021;M6;1;192;Продажа;57
819;02.06.2021;M6;3;180;Поступление;35
820;02.06.2021;M6;3;192;Продажа;35
821;02.06.2021;M6;7;180;Поступление;38
822;02.06.2021;M6;7;80;Продажа;38
823;02.06.2021;M6;8;180;Поступление;220
824;02.06.2021;M6;8;48;Продажа;220
825;02.06.2021;M6;14;180;Поступление;30
826;02.06.2021;M6;14;240;Продажа;30
827;02.06.2021;M6;16;170;Поступление;90
828;02.06.2021;M6;16;238;Продажа;90
829;02.06.2021;M7;1;180;Поступление;57
830;02.06.2021;M7;1;144;Продажа;57
831;02.06.2021;M7;3;180;Поступление;35
832;02.06.2021;M7;3;160;Продажа;35
833;02.06.2021;M7;7;170;Поступление;38
834;02.06.2021;M7;7;80;Продажа;38
835;02.06.2021;M7;8;180;Поступление;220
836;02.06.2021;M7;8;39;Продажа;220
837;02.06.2021;M7;14;180;Поступление;30
838;02.06.2021;M7;14;200;Продажа;30
839;02.06.2021;M7;16;180;Поступление;90
840;02.06.2021;M7;16;160;Продажа;90
841;02.06.2021;M8;1;180;Поступление;57
842;02.06.2021;M8;1;144;Продажа;57
843;02.06.2021;M8;3;170;Поступление;35
844;02.06.2021;M8;3;160;Продажа;35
845;02.06.2021;M8;7;180;Поступление;38
846;02.06.2021;M8;7;80;Продажа;38
847;02.06.2021;M8;8;180;Поступление;220
848;02.06.2021;M8;8;39;Продажа;220
849;02.06.2021;M8;14;170;Поступление;30
850;02.06.2021;M8;14;200;Продажа;30
851;02.06.2021;M8;16;180;Поступление;90
852;02.06.2021;M8;16;160;Продажа;90
853;02.06.2021;M9;1;180;Поступление;57
854;02.06.2021;M9;1;96;Продажа;57
855;02.06.2021;M9;3;180;Поступление;35
856;02.06.2021;M9;3;128;Продажа;35
857;02.06.2021;M9;7;180;Поступление;38
858;02.06.2021;M9;7;48;Продажа;38
859;02.06.2021;M9;8;170;Поступление;220
860;02.06.2021;M9;8;29;Продажа;220
861;02.06.2021;M9;14;180;Поступление;30
862;02.06.2021;M9;14;120;Продажа;30
863;02.06.2021;M9;16;180;Поступление;90
864;02.06.2021;M9;16;160;Продажа;90
865;03.06.2021;M1;17;170;Поступление;95
866;03.06.2021;M1;17;85;Продажа;95
867;03.06.2021;M1;19;180;Поступление;90
868;03.06.2021;M1;19;50;Продажа;90
869;03.06.2021;M1;20;180;Поступление;80
870;03.06.2021;M1;20;35;Продажа;80
871;03.06.2021;M1;21;180;Поступление;105
872;03.06.2021;M1;21;95;Продажа;105
873;03.06.2021;M1;22;180;Поступление;115
874;03.06.2021;M1;22;98;Продажа;115
875;03.06.2021;M1;23;170;Поступление;120
876;03.06.2021;M1;23;47;Продажа;120
877;03.06.2021;M1;35;180;Поступление;55
878;03.06.2021;M1;35;34;Продажа;55
879;03.06.2021;M1;37;180;Поступление;50
880;03.06.2021;M1;37;85;Продажа;50
881;03.06.2021;M1;38;170;Поступление;70
882;03.06.2021;M1;38;100;Продажа;70
883;03.06.2021;M1;39;180;Поступление;95
884;03.06.2021;M1;39;144;Продажа;95
885;03.06.2021;M1;40;180;Поступление;15
886;03.06.2021;M1;40;23;Продажа;15
887;03.06.2021;M1;41;180;Поступление;35
888;03.06.2021;M1;41;44;Продажа;35
889;03.06.2021;M1;42;180;Поступление;90
890;03.06.2021;M1;42;35;Продажа;90
891;03.06.2021;M1;43;170;Поступление;40
892;03.06.2021;M1;43;24;Продажа;40
893;03.06.2021;M10;17;180;Поступление;95
894;03.06.2021;M10;17;91;Продажа;95
895;03.06.2021;M10;19;180;Поступление;90
896;03.06.2021;M10;19;51;Продажа;90
897;03.06.2021;M10;20;170;Поступление;80
898;03.06.2021;M10;20;48;Продажа;80
899;03.06.2021;M10;21;180;Поступление;105
900;03.06.2021;M10;21;84;Продажа;105
901;03.06.2021;M10;22;180;Поступление;115
902;03.06.2021;M10;22;96;Продажа;115
903;03.06.2021;M10;23;180;Поступление;120
904;03.06.2021;M10;23;47;Продажа;120
905;03.06.2021;M10;35;180;Поступление;55
906;03.06.2021;M10;35;34;Продажа;55
907;03.06.2021;M10;37;170;Поступление;50
908;03.06.2021;M10;37;120;Продажа;50
909;03.06.2021;M10;38;180;Поступление;70
910;03.06.2021;M10;38;114;Продажа;70
911;03.06.2021;M10;39;180;Поступление;95
912;03.06.2021;M10;39;135;Продажа;95
913;03.06.2021;M10;40;170;Поступление;15
914;03.06.2021;M10;40;20;Продажа;15
915;03.06.2021;M10;41;180;Поступление;35
916;03.06.2021;M10;41;42;Продажа;35
917;03.06.2021;M10;42;180;Поступление;90
918;03.06.2021;M10;42;26;Продажа;90
919;03.06.2021;M10;43;180;Поступление;40
920;03.06.2021;M10;43;28;Продажа;40
921;03.06.2021;M11;17;180;Поступление;95
922;03.06.2021;M11;17;71;Продажа;95
923;03.06.2021;M11;19;170;Поступление;90
924;03.06.2021;M11;19;42;Продажа;90
925;03.06.2021;M11;20;180;Поступление;80
926;03.06.2021;M11;20;52;Продажа;80
927;03.06.2021;M11;21;180;Поступление;105
928;03.06.2021;M11;21;64;Продажа;105
929;03.06.2021;M11;22;170;Поступление;115
930;03.06.2021;M11;22;57;Продажа;115
931;03.06.2021;M11;23;180;Поступление;120
932;03.06.2021;M11;23;14;Продажа;120
933;03.06.2021;M11;35;180;Поступление;55
934;03.06.2021;M11;35;55;Продажа;55
935;03.06.2021;M11;37;180;Поступление;50
936;03.06.2021;M11;37;138;Продажа;50
937;03.06.2021;M11;38;180;Поступление;70
938;03.06.2021;M11;38;115;Продажа;70
939;03.06.2021;M11;39;170;Поступление;95
940;03.06.2021;M11;39;107;Продажа;95
941;03.06.2021;M11;40;180;Поступление;15
942;03.06.2021;M11;40;45;Продажа;15
943;03.06.2021;M11;41;180;Поступление;35
944;03.06.2021;M11;41;12;Продажа;35
945;03.06.2021;M11;42;170;Поступление;90
946;03.06.2021;M11;42;18;Продажа;90
947;03.06.2021;M11;43;180;Поступление;40
948;03.06.2021;M11;43;21;Продажа;40
949;03.06.2021;M12;17;180;Поступление;95
950;03.06.2021;M12;17;88;Продажа;95
951;03.06.2021;M12;19;180;Поступление;90
952;03.06.2021;M12;19;57;Продажа;90
953;03.06.2021;M12;20;180;Поступление;80
954;03.06.2021;M12;20;58;Продажа;80
955;03.06.2021;M12;21;170;Поступление;105
956;03.06.2021;M12;21;95;Продажа;105
957;03.06.2021;M12;22;180;Поступление;115
958;03.06.2021;M12;22;82;Продажа;115
959;03.06.2021;M12;23;180;Поступление;120
960;03.06.2021;M12;23;30;Продажа;120
961;03.06.2021;M12;35;170;Поступление;55
962;03.06.2021;M12;35;52;Продажа;55
963;03.06.2021;M12;37;180;Поступление;50
964;03.06.2021;M12;37;127;Продажа;50
965;03.06.2021;M12;38;180;Поступление;70
966;03.06.2021;M12;38;115;Продажа;70
967;03.06.2021;M12;39;180;Поступление;95
968;03.06.2021;M12;39;149;Продажа;95
969;03.06.2021;M12;40;180;Поступление;15
970;03.06.2021;M12;40;37;Продажа;15
971;03.06.2021;M12;41;170;Поступление;35
972;03.06.2021;M12;41;30;Продажа;35
973;03.06.2021;M12;42;180;Поступление;90
974;03.06.2021;M12;42;20;Продажа;90
975;03.06.2021;M12;43;180;Поступление;40
976;03.06.2021;M12;43;22;Продажа;40
977;03.06.2021;M13;17;170;Поступление;95
978;03.06.2021;M13;17;85;Продажа;95
979;03.06.2021;M13;19;180;Поступление;90
980;03.06.2021;M13;19;50;Продажа;90
981;03.06.2021;M13;20;180;Поступление;80
982;03.06.2021;M13;20;55;Продажа;80
983;03.06.2021;M13;21;180;Поступление;105
984;03.06.2021;M13;21;60;Продажа;105
985;03.06.2021;M13;22;180;Поступление;115
986;03.06.2021;M13;22;75;Продажа;115
987;03.06.2021;M13;23;170;Поступление;120
988;03.06.2021;M13;23;35;Продажа;120
989;03.06.2021;M13;35;180;Поступление;55
990;03.06.2021;M13;35;56;Продажа;55
991;03.06.2021;M13;37;180;Поступление;50
992;03.06.2021;M13;37;120;Продажа;50
993;03.06.2021;M13;38;170;Поступление;70
994;03.06.2021;M13;38;110;Продажа;70
995;03.06.2021;M13;39;180;Поступление;95
996;03.06.2021;M13;39;155;Продажа;95
997;03.06.2021;M13;40;180;Поступление;15
998;03.06.2021;M13;40;30;Продажа;15
999;03.06.2021;M13;41;180;Поступление;35
1000;03.06.2021;M13;41;20;Продажа;35
1001;03.06.2021;M13;42;180;Поступление;90
1002;03.06.2021;M13;42;21;Продажа;90
1003;03.06.2021;M13;43;170;Поступление;40
1004;03.06.2021;M13;43;18;Продажа;40
1005;03.06.2021;M14;17;180;Поступление;95
1006;03.06.2021;M14;17;82;Продажа;95
1007;03.06.2021;M14;19;180;Поступление;90
1008;03.06.2021;M14;19;54;Продажа;90
1009;03.06.2021;M14;20;170;Поступление;80
1010;03.06.2021;M14;20;57;Продажа;80
1011;03.06.2021;M14;21;180;Поступление;105
1012;03.06.2021;M14;21;67;Продажа;105
1013;03.06.2021;M14;22;180;Поступление;115
1014;03.06.2021;M14;22;51;Продажа;115
1015;03.06.2021;M14;23;180;Поступление;120
1016;03.06.2021;M14;23;12;Продажа;120
1017;03.06.2021;M14;35;180;Поступление;55
1018;03.06.2021;M14;35;58;Продажа;55
1019;03.06.2021;M14;37;170;Поступление;50
1020;03.06.2021;M14;37;135;Продажа;50
1021;03.06.2021;M14;38;180;Поступление;70
1022;03.06.2021;M14;38;104;Продажа;70
1023;03.06.2021;M14;39;180;Поступление;95
1024;03.06.2021;M14;39;160;Продажа;95
1025;03.06.2021;M14;40;170;Поступление;15
1026;03.06.2021;M14;40;48;Продажа;15
1027;03.06.2021;M14;41;180;Поступление;35
1028;03.06.2021;M14;41;19;Продажа;35
1029;03.06.2021;M14;42;180;Поступление;90
1030;03.06.2021;M14;42;20;Продажа;90
1031;03.06.2021;M14;43;180;Поступление;40
1032;03.06.2021;M14;43;10;Продажа;40
1033;03.06.2021;M15;17;180;Поступление;95
1034;03.06.2021;M15;17;94;Продажа;95
1035;03.06.2021;M15;19;170;Поступление;90
1036;03.06.2021;M15;19;58;Продажа;90
1037;03.06.2021;M15;20;180;Поступление;80
1038;03.06.2021;M15;20;55;Продажа;80
1039;03.06.2021;M15;21;180;Поступление;105
1040;03.06.2021;M15;21;89;Продажа;105
1041;03.06.2021;M15;22;170;Поступление;115
1042;03.06.2021;M15;22;93;Продажа;115
1043;03.06.2021;M15;23;180;Поступление;120
1044;03.06.2021;M15;23;45;Продажа;120
1045;03.06.2021;M15;35;180;Поступление;55
1046;03.06.2021;M15;35;51;Продажа;55
1047;03.06.2021;M15;37;180;Поступление;50
1048;03.06.2021;M15;37;124;Продажа;50
1049;03.06.2021;M15;38;180;Поступление;70
1050;03.06.2021;M15;38;115;Продажа;70
1051;03.06.2021;M15;39;170;Поступление;95
1052;03.06.2021;M15;39;147;Продажа;95
1053;03.06.2021;M15;40;180;Поступление;15
1054;03.06.2021;M15;40;42;Продажа;15
1055;03.06.2021;M15;41;180;Поступление;35
1056;03.06.2021;M15;41;48;Продажа;35
1057;03.06.2021;M15;42;170;Поступление;90
1058;03.06.2021;M15;42;24;Продажа;90
1059;03.06.2021;M15;43;180;Поступление;40
1060;03.06.2021;M15;43;12;Продажа;40
1061;03.06.2021;M16;17;180;Поступление;95
1062;03.06.2021;M16;17;80;Продажа;95
1063;03.06.2021;M16;19;180;Поступление;90
1064;03.06.2021;M16;19;50;Продажа;90
1065;03.06.2021;M16;20;180;Поступление;80
1066;03.06.2021;M16;20;45;Продажа;80
1067;03.06.2021;M16;21;170;Поступление;105
1068;03.06.2021;M16;21;90;Продажа;105
1069;03.06.2021;M16;22;180;Поступление;115
1070;03.06.2021;M16;22;87;Продажа;115
1071;03.06.2021;M16;23;180;Поступление;120
1072;03.06.2021;M16;23;40;Продажа;120
1073;03.06.2021;M16;35;170;Поступление;55
1074;03.06.2021;M16;35;58;Продажа;55
1075;03.06.2021;M16;37;180;Поступление;50
1076;03.06.2021;M16;37;123;Продажа;50
1077;03.06.2021;M16;38;180;Поступление;70
1078;03.06.2021;M16;38;105;Продажа;70
1079;03.06.2021;M16;39;180;Поступление;95
1080;03.06.2021;M16;39;150;Продажа;95
1081;03.06.2021;M16;40;180;Поступление;15
1082;03.06.2021;M16;40;30;Продажа;15
1083;03.06.2021;M16;41;170;Поступление;35
1084;03.06.2021;M16;41;15;Продажа;35
1085;03.06.2021;M16;42;180;Поступление;90
1086;03.06.2021;M16;42;10;Продажа;90
1087;03.06.2021;M16;43;180;Поступление;40
1088;03.06.2021;M16;43;23;Продажа;40
1089;03.06.2021;M2;17;170;Поступление;95
1090;03.06.2021;M2;17;85;Продажа;95
1091;03.06.2021;M2;19;180;Поступление;90
1092;03.06.2021;M2;19;49;Продажа;90
1093;03.06.2021;M2;20;180;Поступление;80
1094;03.06.2021;M2;20;52;Продажа;80
1095;03.06.2021;M2;21;180;Поступление;105
1096;03.06.2021;M2;21;84;Продажа;105
1097;03.06.2021;M2;22;180;Поступление;115
1098;03.06.2021;M2;22;82;Продажа;115
1099;03.06.2021;M2;23;170;Поступление;120
1100;03.06.2021;M2;23;40;Продажа;120
1101;03.06.2021;M2;35;180;Поступление;55
1102;03.06.2021;M2;35;53;Продажа;55
1103;03.06.2021;M2;37;180;Поступление;50
1104;03.06.2021;M2;37;119;Продажа;50
1105;03.06.2021;M2;38;170;Поступление;70
1106;03.06.2021;M2;38;107;Продажа;70
1107;03.06.2021;M2;39;180;Поступление;95
1108;03.06.2021;M2;39;144;Продажа;95
1109;03.06.2021;M2;40;180;Поступление;15
1110;03.06.2021;M2;40;38;Продажа;15
1111;03.06.2021;M2;41;180;Поступление;35
1112;03.06.2021;M2;41;25;Продажа;35
1113;03.06.2021;M2;42;180;Поступление;90
1114;03.06.2021;M2;42;21;Продажа;90
1115;03.06.2021;M2;43;170;Поступление;40
1116;03.06.2021;M2;43;17;Продажа;40
1117;03.06.2021;M3;17;180;Поступление;95
1118;03.06.2021;M3;17;85;Продажа;95
1119;03.06.2021;M3;19;180;Поступление;90
1120;03.06.2021;M3;19;55;Продажа;90
1121;03.06.2021;M3;20;170;Поступление;80
1122;03.06.2021;M3;20;57;Продажа;80
1123;03.06.2021;M3;21;180;Поступление;105
1124;03.06.2021;M3;21;78;Продажа;105
1125;03.06.2021;M3;22;180;Поступление;115
1126;03.06.2021;M3;22;71;Продажа;115
1127;03.06.2021;M3;23;180;Поступление;120
1128;03.06.2021;M3;23;15;Продажа;120
1129;03.06.2021;M3;35;180;Поступление;55
1130;03.06.2021;M3;35;54;Продажа;55
1131;03.06.2021;M3;37;170;Поступление;50
1132;03.06.2021;M3;37;135;Продажа;50
1133;03.06.2021;M3;38;180;Поступление;70
1134;03.06.2021;M3;38;86;Продажа;70
1135;03.06.2021;M3;39;180;Поступление;95
1136;03.06.2021;M3;39;148;Продажа;95
1137;03.06.2021;M3;40;170;Поступление;15
1138;03.06.2021;M3;40;47;Продажа;15
1139;03.06.2021;M3;41;180;Поступление;35
1140;03.06.2021;M3;41;18;Продажа;35
1141;03.06.2021;M3;42;180;Поступление;90
1142;03.06.2021;M3;42;26;Продажа;90
1143;03.06.2021;M3;43;180;Поступление;40
1144;03.06.2021;M3;43;18;Продажа;40
1145;03.06.2021;M4;17;180;Поступление;95
1146;03.06.2021;M4;17;77;Продажа;95
1147;03.06.2021;M4;19;170;Поступление;90
1148;03.06.2021;M4;19;54;Продажа;90
1149;03.06.2021;M4;20;180;Поступление;80
1150;03.06.2021;M4;20;57;Продажа;80
1151;03.06.2021;M4;21;180;Поступление;105
1152;03.06.2021;M4;21;82;Продажа;105
1153;03.06.2021;M4;22;170;Поступление;115
1154;03.06.2021;M4;22;75;Продажа;115
1155;03.06.2021;M4;23;180;Поступление;120
1156;03.06.2021;M4;23;30;Продажа;120
1157;03.06.2021;M4;35;180;Поступление;55
1158;03.06.2021;M4;35;59;Продажа;55
1159;03.06.2021;M4;37;180;Поступление;50
1160;03.06.2021;M4;37;125;Продажа;50
1161;03.06.2021;M4;38;180;Поступление;70
1162;03.06.2021;M4;38;110;Продажа;70
1163;03.06.2021;M4;39;170;Поступление;95
1164;03.06.2021;M4;39;148;Продажа;95
1165;03.06.2021;M4;40;180;Поступление;15
1166;03.06.2021;M4;40;47;Продажа;15
1167;03.06.2021;M4;41;180;Поступление;35
1168;03.06.2021;M4;41;12;Продажа;35
1169;03.06.2021;M4;42;170;Поступление;90
1170;03.06.2021;M4;42;19;Продажа;90
1171;03.06.2021;M4;43;180;Поступление;40
1172;03.06.2021;M4;43;14;Продажа;40
1173;03.06.2021;M5;17;180;Поступление;95
1174;03.06.2021;M5;17;98;Продажа;95
1175;03.06.2021;M5;19;180;Поступление;90
1176;03.06.2021;M5;19;54;Продажа;90
1177;03.06.2021;M5;20;180;Поступление;80
1178;03.06.2021;M5;20;48;Продажа;80
1179;03.06.2021;M5;21;170;Поступление;105
1180;03.06.2021;M5;21;95;Продажа;105
1181;03.06.2021;M5;22;180;Поступление;115
1182;03.06.2021;M5;22;99;Продажа;115
1183;03.06.2021;M5;23;180;Поступление;120
1184;03.06.2021;M5;23;42;Продажа;120
1185;03.06.2021;M5;35;170;Поступление;55
1186;03.06.2021;M5;35;54;Продажа;55
1187;03.06.2021;M5;37;180;Поступление;50
1188;03.06.2021;M5;37;127;Продажа;50
1189;03.06.2021;M5;38;180;Поступление;70
1190;03.06.2021;M5;38;116;Продажа;70
1191;03.06.2021;M5;39;180;Поступление;95
1192;03.06.2021;M5;39;154;Продажа;95
1193;03.06.2021;M5;40;180;Поступление;15
1194;03.06.2021;M5;40;26;Продажа;15
1195;03.06.2021;M5;41;170;Поступление;35
1196;03.06.2021;M5;41;44;Продажа;35
1197;03.06.2021;M5;42;180;Поступление;90
1198;03.06.2021;M5;42;25;Продажа;90
1199;03.06.2021;M5;43;180;Поступление;40
1200;03.06.2021;M5;43;19;Продажа;40
1201;03.06.2021;M6;17;170;Поступление;95
